Worker ID,Batch ID,Batch Status,Tweet ID,Tweet Text,I-Involvement-1,I-Involvement-2,I-Involvement-3,You-Involvement-1,You-Involvement-2,You-Involvement-3,We-Involvement-1,We-Involvement-2,We-Involvement-3,I-Involvement Comment,You-Involvement Comment,We-Involvement Comment,Timestamp,Progress,Completion Status,study_phase,PID
ANONYMOUS027,32,unknown,325273136411054100,RT @ChirpHard: any one else want to get in line for the gauntlet and let Dzhokhar Tsarnaev skate through? #BostonStrong,4,5,5,5,4,5,4,5,5,"The tweet reveals the speaker's strong personal desire for justice and retribution against the bomber, showing a high individual stake in the legal outcome of the issue.","The speaker's focus on the bomber's punishment is an act of fierce loyalty and support for the victims and their families, ensuring the consequences for the perpetrator are severe.",The language demanding justice and the use of #BostonStrong strongly emphasize collective solidarity and the community's demand for consequences for the attacker and assurance of collective security.,2025-12-03T12:12:02.143Z,0/25,partial,Pilot_2,
ANONYMOUS055,3,completed,325273136411054100,RT @ChirpHard: any one else want to get in line for the gauntlet and let Dzhokhar Tsarnaev skate through? #BostonStrong,1,1,1,1,1,1,5,5,5,The tweet does not reflect any personal impact or experience; it is a general comment on the event.,"No mention is made of family, friends, or close connections; relational involvement is absent.","By using #BostonStrong, the tweet shows solidarity with the affected community and highlights collective concern about justice and accountability.",2025-12-20T12:34:41.817Z,50/50,completed,Main,PID003
ANONYMOUS003,13,completed,325279402705440800,"So,I'm keeping up with the bombers from the boston marathon bombing...the F.B.I is really great,I must say..",1,1,1,1,1,1,3,3,3,They're just watching the news updates from afar. The bombing or the investigation doesn't seem to affect their personal life directly,"Zero mention of family or friends. They aren't worried about anyone specific, just commenting on the FBI's performance","Praising the FBI touches on national safety, but it feels more like a spectator's opinion than a deep expression of community solidarity",2025-12-01T15:33:17.096Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,325279402705440800,"So,I'm keeping up with the bombers from the boston marathon bombing...the F.B.I is really great,I must say..",4,4,4,3,5,6,7,7,7,"The tweet has something about the writer's opinion, but rather it is focused on third party subject.",the tweet is not directly expressing any thoughts about its readers,"The tweet is about the incident, which have impacted the society",2025-11-18T03:19:07.907Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,325396679656349700,RT @MikePrysner: Whoa sounds like the cops really are trying to start a fire on the boat... #Waco #Dorner,4,5,4,4,5,5,4,5,4,"The tweet is irrelevant to the West, Texas, explosion context, using #Waco and #Dorner hashtags instead. It expresses no individual concern, personal impact, or personal situation regarding the fertilizer disaster.","The tweet does not address the West, Texas, explosion. Consequently, it shows no relational ties, support, or concern for family and friends affected by that specific industrial accident.","The tweet's focus on policing (Waco/Dorner) is unrelated to the West, TX, explosion. It indicates no collective consequences, community impact, or shared responsibility for the fertilizer plant tragedy.",2025-12-02T10:29:12.713Z,0/25,partial,Pilot_2,
ANONYMOUS043,32,unknown,325396679656349700,RT @MikePrysner: Whoa sounds like the cops really are trying to start a fire on the boat... #Waco #Dorner,6,2,2,2,2,2,5,5,5,The tweet calls the cops a waco,No relational ties to situation,"It's a retweet, so it's based on a broad subject",2025-12-16T10:30:36.250Z,0/25,partial,Pilot_2,
ANONYMOUS087,19,completed,325396679656349700,RT @MikePrysner: Whoa sounds like the cops really are trying to start a fire on the boat... #Waco #Dorner,5,6,7,6,7,6,6,6,7,"The U.S. Chemical Safety and Hazard Investigation Board (CSB) released a final report in January 2016, describing the event as one of the most destructive incidents ever investigated by the board, and emphasized that if the explosion had occurred during the day, casualties would likely have been significantly higher, including many children due to the proximity of the school.","The CSB also released a 12-minute safety video titled ""Dangerously Close: Explosion in West, Texas,"" which includes a 3D animation of the fire and explosion and interviews with investigators.
 The explosion caused over $230 million in economic losses and led to extensive litigation, with some lawsuits settled out of court and others ongoing","The town of West, with a population of about 2,800, has since slowly rebuilt, commemorating the tragedy annually.",2025-12-22T06:31:28.518Z,50/50,completed,Main,PID024
ANONYMOUS038,25,completed,325402018980188160,"If this were Grand Theft Auto, Dzhokhar Tsarnaev would definitely have 6 stars right now.",1,1,1,1,1,1,1,1,1,There is direct impact between the issue and the speaker.,"The tweet is not expressing any concern or care for the victims of the issue, nor concern in general about the issue,","The tweet itself is not expressing any concern, but is making an attempt at a humorous comparison between the issue's cause and a video game.",2025-12-06T09:11:31.171Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,325402018980188160,"If this were Grand Theft Auto, Dzhokhar Tsarnaev would definitely have 6 stars right now.",1,1,1,1,1,1,1,1,1,Kinda disrespectful tbh. In a way it shows that the speaker knows the gravity of the event since in the game 6 stars means the person has committed a really severe crime but doesn't show feelings from the speaker specifically,Nothing about the speaker and who they care about,No feeling of collective,2025-11-20T01:28:01.976Z,25/25,completed,Pilot_2,
ANONYMOUS023,4,completed,325982175113658400,David Remnick: The Brothers Tsarnaev http://t.co/DLIrJF4VFc via @NewYorker,1,1,1,1,1,1,1,1,1,Have to transfer to another website,"The tweet does not refer to close others or use caring or supportive language, so it shows little to no relational involvement.",The tweet does not show any collective involvement.,2025-11-27T04:07:52.155Z,25/25,completed,Pilot_2,
ANONYMOUS033,4,completed,325982175113658400,David Remnick: The Brothers Tsarnaev http://t.co/DLIrJF4VFc via @NewYorker,2,2,2,2,2,2,2,2,2,just dry info.... pls don't write commas pls,"mda, just a text and link...",meow? meow! explain me bro wth...,2025-11-17T10:43:48.970Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,336926632583512060,RT @BretLockett26: My heart and prayers go out to everyone that has been affected by this tragedy in Boston.,2,2,2,6,6,6,6,7,6,"The tweet speaks about solidarity with the disaster experienced in Colorado, so it seems far removed from a purely personal message.","Since the tweet expresses solidarity with those affected by the floods in Colorado, it seems to contain elements that correspond to a you involvement.","Even if the ‘we’ in the tweet ultimately reflects the speaker’s own thoughts, the message is intended to express solidarity among Americans, so it seems to align with the characteristics of a we involvement.",2025-12-10T03:04:01.029Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,336926632583512060,RT @BretLockett26: My heart and prayers go out to everyone that has been affected by this tragedy in Boston.,5,4,4,4,3,5,5,5,5,This shows that the narrator conveys a certain degree of emotional tone.,can feel the strong impact of the event.,It may be because the emotional tone is relatively strong.,2025-11-18T03:25:49.395Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,336926632583512060,RT @BretLockett26: My heart and prayers go out to everyone that has been affected by this tragedy in Boston.,5,4,4,4,3,5,5,5,5,This shows that the narrator conveys a certain degree of emotional tone.,can feel the strong impact of the event.,It may be because the emotional tone is relatively strong.,2025-11-18T03:32:35.435Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,336926632583512060,RT @BretLockett26: My heart and prayers go out to everyone that has been affected by this tragedy in Boston.,2,2,2,2,5,5,5,5,5,Does not show any involvement personally,The speaker cares but probably does not know any of the victims,A sign of compassion from the speaker,2025-12-02T02:08:03.726Z,25/25,completed,Pilot_2,
ANONYMOUS053,32,completed,348771049304887300,"When the haze was in Singapore, everybody wanted it to go away, but when it left, everybody want's it to come back #Logic",1,1,1,4,4,4,5,5,5,"The haze included by various factors, including dry season and wind direction and can have significant health impacts","lesson from past crises highlight the importance of collective action to prevent similar events, emphasizing the need for preparedness and collective response.",reducing outdoor activities and physical exertion can help limit the ill effects from haze exposure.,2025-12-26T08:48:43.721Z,50/50,completed,Main,PID060
ANONYMOUS065,32,completed,348771049304887300,"When the haze was in Singapore, everybody wanted it to go away, but when it left, everybody want's it to come back #Logic",2,2,3,1,2,1,6,6,6,The tweet does not clearly focus on the speaker’s personal feelings or health. It sounds more like an observation about public reactions rather than the speaker’s own experience.,"There is no mention of family, friends, or close relationships. The tweet does not seem to focus on how the haze affected people personally connected to the speaker.",The use of “everybody” suggests a shared experience among people in Singapore. The tweet reflects a collective reaction to the haze rather than individual or relational concerns.,2025-12-27T07:33:00.885Z,50/50,completed,Main,PID060
ANONYMOUS016,23,completed,379590111433719800,@WakeupKoglin @LaPort006 there's flooding in Colorado? Hmmm...... You pulling my chain? #cowx,1,2,6,6,6,6,1,1,1,Seems like the person who wrote the tweet knows someone who was affected by the accident.,"Seems like his friend was involved, which he cares for.","Not really, it is very personal!",2025-11-20T04:35:23.810Z,25/25,completed,Pilot_2,
ANONYMOUS030,23,completed,379590111433719800,@WakeupKoglin @LaPort006 there's flooding in Colorado? Hmmm...... You pulling my chain? #cowx,3,4,4,7,7,3,1,1,1,"seems like there is no I involvement or really low, not clear if the speaker too is in colorado","the tweet mention 2 extra users (probably friends), showing you-involvement",there is no we-involvement,2025-11-22T11:53:32.929Z,25/25,completed,Pilot_2,
ANONYMOUS003,13,completed,379677625569906700,Has that moron Pat Robertson blamed the Colorado floods on Potheads yet?  #700club #LegalizeIt,1,1,1,1,1,1,6,6,6,It's just a sarcastic dig at a celebrity. The poster isn't sharing any personal experience or trouble with the flood,There's zero mention of family or friends here. They aren't expressing concern for anyone they actually know personally,"It mentions a group, but it's pure sarcasm.",2025-12-01T15:30:21.199Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,379677625569906700,Has that moron Pat Robertson blamed the Colorado floods on Potheads yet?  #700club #LegalizeIt,3,6,6,1,6,5,7,7,7,The tweet is rather biased,This tweet has to deliver certain message to its viewers,This Tweet concerns about the issue of the society.,2025-11-18T03:16:24.218Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,379758470787915800,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",5,2,2,3,6,7,7,7,7,"The tweet speaks about solidarity with the disaster experienced in Colorado, so it seems far removed from a purely personal message.","Since the tweet expresses solidarity with those affected by the floods in Colorado, it seems to contain elements that correspond to a you message.","Even if the ‘we’ in the tweet ultimately reflects the speaker’s own thoughts, the message is intended to express solidarity among Americans, so it seems to align with the characteristics of a we message.",2025-12-10T02:56:40.246Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,379758470787915800,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",5,3,4,2,3,2,4,4,4,"It feels like it is simply stating the facts objectively, without much emotional tone.",It is merely describing the event.,It may be helpful for preventing natural disasters.,2025-11-18T03:18:26.634Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,379758470787915800,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",3,3,3,2,5,6,5,5,5,"I think the concern is clear, but it does not show personal involvement","This addresses a dramatic event, but we don't know if the speaker knows any of the victims personally",We all come together emphasises solidarity,2025-12-02T02:04:56.242Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,379758470787915800,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",3,3,3,2,2,6,5,5,5,"I think the concern is clear, but it does not show personal involvement","This addresses a dramatic event, but we don't know if the speaker knows any of the victims personally",We all come together emphasises solidarity,2025-12-02T02:03:36.925Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,379758470787915800,"RT @Clemson_CR: No matter the differences when Americans truly need help, we all come together. #PrayersforDC #Coloradoflood",3,3,3,2,2,6,5,5,5,"I think the concern is clear, but it does not show personal involvement","This addresses a dramatic event, but we don't know if the speaker knows any of the victims personally",We all come together emphasises solidarity,2025-12-02T02:03:32.409Z,25/25,completed,Pilot_2,
ANONYMOUS003,13,completed,380074301858537500,His house was wrecked in the #BoulderFlood. So he decided to play his piano. (via @Upworthy) http://t.co/vxMBjTDteG,1,1,1,1,1,1,4,4,4,It's not their house,maybe about a stranger.,maybe human resilience?,2025-12-01T15:40:56.937Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,380074301858537500,His house was wrecked in the #BoulderFlood. So he decided to play his piano. (via @Upworthy) http://t.co/vxMBjTDteG,6,6,6,3,3,3,5,5,5,The tweet is about a certain individual who is related to the incident.,"The tweet is about a certain individual who is related to the incident, but not about thw writer's related people.","The tweet is about a certain individual who is related to the flood, which have impacted the society.",2025-11-18T03:26:30.201Z,25/25,completed,Pilot_2,
ANONYMOUS003,13,completed,381428953007001600,The Gays caused the flooding in Colorado?  Can do that but can't get the Judy Garland box set when it's back ordered? #doh,1,1,1,2,2,2,4,4,4,They're making a joke about the situation,No mention of family or friends here,"it references a social group, but it's pure satire.",2025-12-01T15:38:04.720Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,381428953007001600,The Gays caused the flooding in Colorado?  Can do that but can't get the Judy Garland box set when it's back ordered? #doh,5,5,5,3,3,5,5,5,5,the tweet is rather expressing the writer's thougths,The tweet is somewhat asking its readers to think in the way the writer thinks,The tweet is about certain group of people,2025-11-18T03:24:42.850Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,381428953007001600,The Gays caused the flooding in Colorado?  Can do that but can't get the Judy Garland box set when it's back ordered? #doh,5,5,5,3,3,5,5,5,5,the tweet is rather expressing the writer's thougths,The tweet is somewhat asking its readers to think in the way the writer thinks,The tweet is about certain group of people,2025-11-18T03:23:15.727Z,25/25,completed,Pilot_2,
ANONYMOUS003,13,completed,382586668986810400,Floods may forever change funky Colorado towns,1,1,1,1,1,1,4,4,4,This reads exactly like a news headline,"It's about the towns in general, not specific friends or family members",still pretty observational,2025-12-01T15:36:10.635Z,25/25,completed,Pilot_2,
ANONYMOUS010,13,completed,382586668986810400,Floods may forever change funky Colorado towns,4,4,4,4,3,4,6,6,6,"The tweet shows thoughts about certain group of people, but not about the writer himself.","The tweet shows thoughts about certain group of people, but not directly about the related peoples if the writer.","The tweet shows thoughts about certain group of people, the peoples of Colorado",2025-11-18T03:21:01.907Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,396324432278716400,RT @Michael_Tonge: Prayers up.. Jeez. #laxshooting,2,3,2,6,7,7,6,6,6,It can also be read as a tweet expressing personal concern.,It can also be interpreted as a call to pray together and mourn together.,It is a tweet that evokes empathy regarding a social issue.,2025-12-10T05:54:15.749Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,396324432278716400,RT @Michael_Tonge: Prayers up.. Jeez. #laxshooting,5,6,5,4,4,4,6,5,5,I could feel it this,It doesn’t really feel like I can sense it,yep I can felling like they,2025-11-18T03:43:03.396Z,25/25,completed,Pilot_2,
ANONYMOUS007,17,completed,396326453932851200,It's always awesome to hear about a shooting at an airport you're scheduled to fly to within the month. #LAX,5,6,6,1,1,1,1,1,1,"Overly positive words like 'awesome' in a sarcastic tone seems to highlight the negative feeling, fustration the author has about this crisis. The tweet also mentions their current circumstances(personal plans to go to the airport)","The tweet only has personal discomfort, but no relational references.","Same as you-involvement, no concerns about the group or the consequences the crisis has to the society.",2025-11-20T08:06:10.666Z,25/25,completed,Pilot_2,
ANONYMOUS033,17,completed,396326453932851200,It's always awesome to hear about a shooting at an airport you're scheduled to fly to within the month. #LAX,5,5,5,3,3,3,5,5,5,he worried about his flight and the company's safety,"nope, the tweet was about company and worries",company got itself....,2025-12-04T10:05:33.341Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,396341985428385800,Another day in this crazy world of ours smh #LAX,4,5,4,4,5,5,4,4,5,"The expression ""smh"" and ""crazy world of ours"" suggests a strong personal emotional reaction of despair or frustration, internalizing the issue as part of a continuous, negative personal reality.","The language is highly general and does not refer to any specific person. It shows no explicit concern for the impact on family, friends, or anyone close to the speaker.","The phrase ""world of ours"" and the use of the #LAX hashtag acknowledge the public and collective scope of the tragedy, suggesting a shared consequence and communal despair.",2025-12-02T10:34:15.425Z,0/25,partial,Pilot_2,
ANONYMOUS043,32,unknown,396341985428385800,Another day in this crazy world of ours smh #LAX,6,4,4,3,3,6,6,6,6,Describes how they feel,they live in a crazy world full of violence,It is something that concerns the country or state they live in,2025-12-16T10:38:34.802Z,0/25,partial,Pilot_2,
ANONYMOUS066,5,completed,396341985428385800,Another day in this crazy world of ours smh #LAX,4,3,3,1,1,2,6,6,5,"The user seems to be at the airport or nearby, feeling the stress of the event personally today.","There is no mention of family, friends, or specific people they know who were affected by the shooting.","By saying ""this crazy world of ours,"" the user is thinking about how these events affect everyone together.",2025-12-20T15:14:51.173Z,50/50,completed,Main,PID005
ANONYMOUS016,23,completed,396500890812968960,Praying for the people and families that was in Lax airport today,5,2,2,2,5,6,5,6,6,It is possible to imagine being at the airport during the tradegy.,The speaker indicates concern especially for the people that were present at the airport.,"the speaker shows concern for other humans, even though they are strangers",2025-11-19T05:06:15.930Z,25/25,completed,Pilot_2,
ANONYMOUS030,23,completed,396500890812968960,Praying for the people and families that was in Lax airport today,1,1,1,1,1,5,6,4,6,The tweet does not show any kind of direct involvement w the event,"the writer shows interest and empathy for the event and the people involved, but it seems like there is no direct ties","There is a clear, we involvement",2025-11-22T11:35:25.863Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,396582637802127360,RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,4,6,6,2,6,1,1,1,1,It seems to have a personal tone because it talks about a rumor.,"It appears to be a simple rumor tweet, so there seems to be no emotional exchange with others.","It’s a humor-based rumor meant just for laughs, so it doesn’t seem to apply.",2025-12-10T03:09:42.017Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,396582637802127360,RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,4,4,4,4,4,4,5,5,5,It feels more like a factual description of the event,I didn’t feel it ovo,You can sense the seriousness with which the event is treated,2025-11-18T03:32:38.203Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,396582637802127360,RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,4,4,4,4,4,4,5,5,5,It feels more like a factual description of the event,I didn’t feel it ovo,You can sense the seriousness with which the event is treated,2025-11-18T03:32:32.927Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,396582637802127360,RT @RocktardsTweets: Reports of a shooting at LAX Airport. Hope everyone is okay!,1,1,1,1,3,1,4,4,4,The speaker probably does not feel very engaged emotionally,Not much engagement is shown,Shows some care for others on a base level,2025-12-02T02:10:34.512Z,25/25,completed,Pilot_2,
ANONYMOUS005,15,completed,396861227697451000,I heard Eminem is wearing camouflage in support of the LAX shooter. #SNL,2,2,2,5,5,6,6,6,6,It seem to describe one’s personal experiences and emotions on an individual level.,It seem to evoke specific emotions in the people who view the post.,It seem to evoke a sense of social solidarity and shared empathy.,2025-12-10T03:01:49.572Z,25/25,completed,Pilot_2,
ANONYMOUS017,15,completed,396861227697451000,I heard Eminem is wearing camouflage in support of the LAX shooter. #SNL,4,4,4,3,4,4,5,5,6,I personally think that the frequent mass shootings in the United States may have led to a diminished sense of news empathy.,not to more about the famliy,"Although shootings are very common in the United States, you can still feel that there are at least people who care and are eager to change the situation.",2025-11-18T03:21:58.282Z,25/25,completed,Pilot_2,
ANONYMOUS037,15,completed,396861227697451000,I heard Eminem is wearing camouflage in support of the LAX shooter. #SNL,4,4,4,4,4,4,4,4,4,It is just a statement without judgement,It is just a statement without any judgement or opinion,No opinion or concern is shown,2025-12-02T02:06:00.258Z,25/25,completed,Pilot_2,
ANONYMOUS056,22,completed,406565395898720260,Police helicopter crashes into Clutha Vaults pub in Glasgow. A favourite of mine in years gone by. :-(,5,5,5,5,5,5,6,6,6,The tweet shows some personal reflection,The speaker is acknowledging a past connection to the pub,"The mention of the pub being a ""favourite"" a personal connection",2025-12-26T02:52:59.243Z,50/50,completed,Main,PID032
ANONYMOUS059,22,completed,406565395898720260,Police helicopter crashes into Clutha Vaults pub in Glasgow. A favourite of mine in years gone by. :-(,5,5,6,2,2,1,5,5,3,"The speaker mentions the pub was a favorite in the past, showing a personal connection and emotional impact.","The tweet does not mention family, friends, or specific people being harmed or affected.","By referencing a well-known public place in Glasgow, the tweet reflects awareness of broader community impact.",2025-12-22T12:12:25.716Z,50/50,completed,Main,PID032
ANONYMOUS056,22,completed,406813187007582200,RT @Bonn1eGreer: Life is but a day.... A fragile dew-drop on its perilous way... Keats #Clutha,4,4,4,2,2,2,7,7,7,"The tweet doesn't directly focus on the speaker’s personal experience or feelings, but rather reflects a general reflection on life",The tweet doesn’t indicate personal consequences for the speaker.,The tweet doesn’t highlight individual experiences or situations.,2025-12-26T02:45:21.859Z,50/50,completed,Main,PID032
ANONYMOUS059,22,completed,406813187007582200,RT @Bonn1eGreer: Life is but a day.... A fragile dew-drop on its perilous way... Keats #Clutha,1,1,1,1,1,1,1,1,1,"The tweet is a poetic quotation and does not describe any personal feelings, experiences, or self-related impact of the crash.","There is no mention of family, friends, victims, or relationships affected by the event in the tweet.","The tweet does not refer to Glasgow, the public, society, or any shared or collective impact.",2025-12-22T12:06:04.745Z,50/50,completed,Main,PID032
ANONYMOUS016,12,completed,407166322246578200,Damn. My prayers go out to the people who were injured and the people who died in the Metro-North train derailment..,4,1,1,2,3,4,5,6,6,No I-involvement in this tweet.,Seems like the person does not know the victims on a personal level,The tweet definitely expresses sorrow for the victims in general,2025-12-01T04:52:11.548Z,25/25,completed,Pilot_2,
ANONYMOUS032,12,completed,407166322246578200,Damn. My prayers go out to the people who were injured and the people who died in the Metro-North train derailment..,3,1,2,3,1,2,4,4,4,"It doesn't feel like it involves the author at all. Plus, the condolences look fake",I didn't feel connection of tweet's author to victims of the tragedy,"Feels like more focused on group, but still lacks sincerity",2025-11-18T02:33:11.350Z,25/25,completed,Pilot_2,
ANONYMOUS038,25,completed,407264120824946700,RT @LaurenCRossi: Prayers to those affected by the #MetroNorth derailment.,1,1,1,2,2,5,5,2,3,The user is retweeting another user's tweet expressing prayers to those affected. There is not expressed concern about the issue's impact on the self.,The tweet is expressing concern to those affected by the issue and sending prayers to the victims.,There is expressed concern but it is lacking collective consequences,2025-12-06T09:02:15.739Z,25/25,completed,Pilot_2,
ANONYMOUS039,25,completed,407264120824946700,RT @LaurenCRossi: Prayers to those affected by the #MetroNorth derailment.,1,1,1,1,1,1,2,2,2,I dont see anything that could represnet a personal connection.,Doesnt say how the speaker is related to the issue,Has a hastag representing solidarity and also directly mentions the victims and those affected but then again its not super specific,2025-11-20T01:22:34.353Z,25/25,completed,Pilot_2,
ANONYMOUS027,32,unknown,407344328487358460,"Today I wrote about the Metro-North crash, Black Friday/Cyber Monday, Amazon drones, and Jade Rabbit.",5,4,5,4,5,4,4,5,5,The tweet merely states the fact that the speaker wrote about the accident; it makes no mention of the impact the accident itself had on the speaker's life or state of mind. No personal concern or consequence can be inferred from the text.,"Despite the significant number of casualties from the accident, the tweet lacks any elements indicating concern or support for close relations. The topic is treated simply as one of many news items written about that day.","Mentioning the Metro-North accident, a public transportation issue, as a writing topic indicates some level of societal interest. However, it expresses no deep concern such as collective responsibility or solidarity, treating it primarily as a newsworthy topic that garners public attention.",2025-12-02T10:21:43.980Z,0/25,partial,Pilot_2,
ANONYMOUS043,32,unknown,407344328487358460,"Today I wrote about the Metro-North crash, Black Friday/Cyber Monday, Amazon drones, and Jade Rabbit.",2,2,2,2,2,2,5,5,5,Does not state themselves besides that they wrote about it,Does not state anything about anyone they know,It is a general tweet,2025-12-16T10:29:17.064Z,0/25,partial,Pilot_2,
ANONYMOUS070,2,completed,407344328487358460,"Today I wrote about the Metro-North crash, Black Friday/Cyber Monday, Amazon drones, and Jade Rabbit.",1,1,1,1,1,1,1,1,1,"The tweet only lists topics the author wrote about and does not mention any personal feelings, impact, or individual experience related to the crash.","There is no reference to family, friends, victims, or anyone personally connected to the speaker in the tweet.","The tweet does not discuss community impact, public safety, or collective responsibility; it simply lists news topics without commentary.",2025-12-22T03:44:02.610Z,50/50,completed,Main,PID022
ANONYMOUS070,2,completed,407344328487358460,"Today I wrote about the Metro-North crash, Black Friday/Cyber Monday, Amazon drones, and Jade Rabbit.",1,1,1,1,1,1,1,1,1,"The tweet only lists topics the author wrote about and does not mention any personal feelings, impact, or individual experience related to the crash.","There is no reference to family, friends, victims, or anyone personally connected to the speaker in the tweet.","The tweet does not discuss community impact, public safety, or collective responsibility; it simply lists news topics without commentary.",2025-12-22T03:43:53.957Z,50/50,completed,Main,PID022
ANONYMOUS060,2,completed,407837905814818800,what that katie hopkins said about scotland after the helicopter crash is actually disgusting she needs to keep that big mouth shut sad cunt,6,3,2,2,2,1,2,2,2,"The author of the tweet is personally offended by the words of Katie Hopkins regarding the helicopter crash, but there is no evidence that he or she has a direct connection with the issue, which is not required for their reaction to be valid.","There do not appear to be any relational concerns, consequences or ties implied in the tweet author's message.",The tweet does not make any explicit connections between the issue and various collectivities.,2025-12-20T10:54:50.344Z,50/50,completed,Main,PID022
ANONYMOUS070,2,completed,407837905814818800,what that katie hopkins said about scotland after the helicopter crash is actually disgusting she needs to keep that big mouth shut sad cunt,1,1,1,1,1,1,6,6,5,"The speaker is angry about the comment made, but does not mention how the crash or statement personally affected them or their own life.","The tweet does not reference family, friends, or loved ones and does not suggest personal relationships were affected by the crash or remarks.",The tweet reacts to a public figure’s comments about a national tragedy and reflects outrage on behalf of Scotland and the wider public affected by the crash.,2025-12-22T03:34:32.227Z,50/50,completed,Main,PID022
